MatchClubPlayerID,PlayerID,PlayerTypeID,MatchID,ClubID,SubstitutedForPlayer,SubstitutionTime,Played
591,348318,1,692705,28,,,0
592,266022,1,692705,28,,,0
593,217514,4,692707,9,,,1
594,333699,3,692707,9,,,1
595,273974,3,692707,9,,,1
596,257114,3,692707,9,,,1
597,324048,2,692707,9,320300.0,45',1
598,158331,2,692707,9,,,1
599,222678,1,692707,9,177694.0,87',1
600,256210,3,692707,9,,,1
601,106957,1,692707,9,,,1
602,340690,1,692707,9,307475.0,45',1
603,271884,2,692707,9,380712.0,77',1
604,150334,4,692707,20,,,1
605,147256,3,692707,20,,,1
606,311532,3,692707,20,,,1
607,236641,3,692707,20,203974.0,73',1
608,285939,2,692707,20,,,1
609,67518,2,692707,20,255476.0,90'+2',1
610,181558,2,692707,20,105957.0,72',1
611,291218,2,692707,20,,,1
612,151510,1,692707,20,126619.0,87',1
613,250448,2,692707,20,,,1
614,233401,2,692707,20,294071.0,73',1
615,290805,3,692707,9,,,0
616,290347,4,692707,9,,,0
617,337023,3,692707,9,,,0
618,160974,2,692707,9,,,0
619,309258,2,692707,20,,,0
620,231193,4,692707,20,,,0
621,17478,3,692707,20,,,0
622,275160,1,692707,20,,,0
623,252974,4,692704,19,,,1
624,255259,3,692704,19,,,1
625,185792,3,692704,19,,,1
626,254450,1,692704,19,,,1
627,321979,3,692704,19,,,1
628,83178,1,692704,19,259199.0,90'+1',1
629,258855,2,692704,19,,,1
630,268192,2,692704,19,,,1
631,315381,1,692704,19,310827.0,83',1
632,337149,1,692704,19,379908.0,63',1
633,250852,1,692704,19,335238.0,63',1
634,243410,4,692704,16,,,1
635,222188,3,692704,16,,,1
636,294222,3,692704,16,,,1
637,249985,3,692704,16,246392.0,26',1
638,245098,3,692704,16,183796.0,81',1
639,152168,2,692704,16,,,1
640,249699,2,692704,16,201350.0,81',1
641,216609,2,692704,16,,,1
642,250685,1,692704,16,,,1
643,261168,1,692704,16,,,1
644,231574,2,692704,16,325410.0,62',1
645,297380,3,692704,19,,,0
646,285383,2,692704,19,,,0
647,297381,2,692704,19,,,0
648,256444,4,692704,19,,,0
649,270669,3,692704,19,,,0
650,191693,2,692704,16,,,0
651,216999,4,692704,16,,,0
652,155529,1,692704,16,,,0
653,237002,2,692704,16,,,0
654,317465,2,692704,16,,,0
655,215961,4,692706,18,,,1
656,303608,3,692706,18,,,1
657,182014,3,692706,18,,,1
658,279290,3,692706,18,,,1
659,242942,3,692706,18,,,1
660,280811,2,692706,18,304164.0,80',1
661,283228,2,692706,18,,,1
662,148641,2,692706,18,307660.0,85',1
663,315924,2,692706,18,,,1
664,228431,1,692706,18,230822.0,43',1
665,181028,2,692706,18,252481.0,90'+6',1
666,303693,4,692706,3,,,1
667,221602,3,692706,3,,,1
668,238412,3,692706,3,160971.0,45'+1',1
669,271427,3,692706,3,,,1
670,141584,3,692706,3,293671.0,75',1
671,136775,2,692706,3,,,1
672,233047,1,692706,3,,,1
673,159478,2,692706,3,303577.0,60',1
674,235511,1,692706,3,249926.0,75',1
675,249943,1,692706,3,144509.0,60',1
676,259951,2,692706,3,304317.0,64',1
677,270302,3,692706,18,,,0
678,270302,1,692706,18,,,0
679,288041,1,692706,18,,,0
680,304159,1,692706,18,,,0
681,171660,4,692706,18,,,0
682,336755,1,692706,18,,,0
683,279977,2,692706,3,,,0
684,192080,3,692706,3,,,0
685,240785,4,692706,3,,,0
686,238919,4,692710,8,,,1
687,132237,3,692710,8,,,1
688,256489,3,692710,8,,,1
689,233460,3,692710,8,,,1
690,297142,2,692710,8,148614.0,69',1
691,252901,2,692710,8,,,1
692,307221,1,692710,8,,,1
693,159491,1,692710,8,,,1
694,277128,1,692710,8,,,1
695,197354,1,692710,8,318373.0,69',1
696,180955,2,692710,8,348870.0,87',1
697,131979,4,692710,24,,,1
698,254383,3,692710,24,,,1
699,206682,3,692710,24,,,1
700,252474,3,692710,24,,,1
701,256514,3,692710,24,,,1
702,171573,2,692710,24,,,1
703,277851,2,692710,24,201606.0,65',1
704,318554,2,692710,24,259111.0,90'+2',1
705,158640,1,692710,24,256450.0,86',1
706,210252,1,692710,24,,,1
707,216617,2,692710,24,,,1
708,283453,3,692710,8,,,0
709,156197,4,692710,8,,,0
710,249711,3,692710,8,,,0
711,324809,1,692710,8,,,0
712,297177,2,692710,8,,,0
713,293833,3,692710,8,,,0
714,280765,2,692710,24,,,0
715,318520,3,692710,24,,,0
716,300110,2,692710,24,,,0
717,204067,3,692710,24,,,0
718,268173,2,692710,24,,,0
719,268173,4,692710,24,,,0
720,257193,3,692710,24,,,0
721,231059,4,692709,14,,,1
722,377079,3,692709,14,,,1
723,101934,3,692709,14,,,1
724,337030,3,692709,14,,,1
725,260213,3,692709,14,302991.0,85',1
726,195992,2,692709,14,,,1
727,183726,2,692709,14,279779.0,81',1
728,325359,2,692709,14,245570.0,45',1
729,127520,1,692709,14,294039.0,65',1
730,287784,1,692709,14,167140.0,65',1
731,297256,1,692709,14,,,1
732,16151,4,692709,10,,,1
733,315921,3,692709,10,,,1
734,218058,3,692709,10,314952.0,34',1
735,171623,3,692709,10,,,1
736,267116,2,692709,10,,,1
737,255910,2,692709,10,329364.0,85',1
738,236342,2,692709,10,,,1
739,219508,2,692709,10,,,1
740,287464,2,692709,10,,,1
741,287444,1,692709,10,,,1
742,251673,2,692709,10,176044.0,71',1
743,260554,2,692709,14,,,0
744,334038,3,692709,14,,,0
745,288982,2,692709,14,,,0
746,184300,4,692709,14,,,0
747,380677,3,692709,10,,,0
748,289300,1,692709,10,,,0
749,182138,2,692709,10,,,0
750,380793,2,692709,10,,,0
751,249728,3,692709,10,,,0
752,233049,4,692709,10,,,0
753,146468,4,692711,26,,,1
754,135294,3,692711,26,,,1
755,195675,3,692711,26,,,1
756,196978,3,692711,26,,,1
757,286760,2,692711,26,,,1
758,136135,1,692711,26,,,1
759,207894,2,692711,26,,,1
760,183615,2,692711,26,252999.0,45'+1',1
761,313069,1,692711,26,,,1
762,233050,1,692711,26,,,1
763,199926,2,692711,26,100525.0,84',1
764,245083,4,692711,13,,,1
765,183316,3,692711,13,,,1
766,358595,3,692711,13,,,1
767,121021,3,692711,13,242613.0,78',1
768,282589,3,692711,13,,,1
769,121893,2,692711,13,,,1
770,229289,2,692711,13,,,1
771,251800,2,692711,13,356358.0,67',1
772,125088,1,692711,13,,,1
773,192278,2,692711,13,329025.0,90'+3',1
774,45843,1,692711,13,,,1
775,306544,3,692711,26,,,0
776,303521,3,692711,26,,,0
777,286194,3,692711,26,,,0
778,253176,3,692711,26,,,0
779,272505,4,692711,26,,,0
780,378656,1,692711,26,,,0
781,305498,1,692711,26,,,0
782,363215,2,692711,13,,,0
783,311088,1,692711,13,,,0
784,265874,4,692711,13,,,0
785,316344,3,692711,13,,,0
786,319038,3,692711,13,,,0
787,286781,1,692711,13,,,0
788,157111,4,692712,23,,,1
789,270238,3,692712,23,,,1
790,203329,3,692712,23,,,1
791,243168,3,692712,23,,,1
